Source,Destination IP,Volume,Destination Domain,Destination Latitude,Destination Longitude
Echo plus 2nd gen,52.216.133.51,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.186.123,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Smartwifiplug,54.148.206.113,6738,ec2-54-148-206-113.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Google onHub,54.148.206.113,6958,ec2-54-148-206-113.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Echo plus 2nd gen,52.216.243.68,1145,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,54.88.95.39,2870,ec2-54-88-95-39.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,99.84.182.33,11623,server-99-84-182-33.iad89.r.cloudfront.net,38.9068985,-77.02839661
Echo plus 2nd gen,52.216.65.128,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,54.165.104.2,10872,ec2-54-165-104-2.compute-1.amazonaws.com,39.04370117,-77.47419739
Smartwifiplug,54.200.0.104,646,ec2-54-200-0-104.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Google onHub,54.200.0.104,666,ec2-54-200-0-104.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Echo plus 2nd gen,52.216.177.203,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.170.203,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.244.252,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.136.83,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.38.124,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.85.155,1145,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,52.0.237.22,10841,ec2-52-0-237-22.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.102.91,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),35.163.131.59,20163,ec2-35-163-131-59.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Echo plus 2nd gen,52.216.9.219,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.108.51,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.205.211,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.143.188,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,3.91.171.228,55936,ec2-3-91-171-228.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,52.201.53.178,1884,ec2-52-201-53-178.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.204.99,2307,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.32.52,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.109.251,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.248.108,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.37.164,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,54.231.49.154,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.141.180,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.187.51,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),52.35.35.175,28710,ec2-52-35-35-175.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Echo plus 2nd gen,54.231.83.3,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,52.6.56.150,7286,ec2-52-6-56-150.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.24.44,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.10.220,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.147.91,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),23.62.20.247,12001,a23-62-20-247.deploy.static.akamaitechnologies.com,39.04370117,-77.47419739
Motog Phone,3.91.171.214,11486,ec2-3-91-171-214.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.90.76,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.47.172,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.78.76,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.26.188,2224,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.108.35,1145,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),52.33.55.70,11484,ec2-52-33-55-70.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Echo plus 2nd gen,52.216.16.48,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.20.0,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.248.156,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.147.3,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),99.84.181.100,19868,server-99-84-181-100.iad89.r.cloudfront.net,38.9068985,-77.02839661
Echo plus 2nd gen,52.217.16.124,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,54.85.161.146,3612,ec2-54-85-161-146.compute-1.amazonaws.com,39.04370117,-77.47419739
Desktop (server),23.204.115.99,2741,a23-204-115-99.deploy.static.akamaitechnologies.com,34.04563904,-118.2416382
Echo plus 2nd gen,52.216.205.163,1145,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.164.187,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.39.4,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,54.231.81.242,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.24.116,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),54.69.234.72,6273,ec2-54-69-234-72.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Echo plus 2nd gen,52.216.184.59,1145,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),34.216.27.240,5742,ec2-34-216-27-240.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Echo plus 2nd gen,52.216.224.80,1145,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.106.196,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,52.5.73.138,6961,ec2-52-5-73-138.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,13.249.39.105,22796,server-13-249-39-105.iad89.r.cloudfront.net,38.9068985,-77.02839661
Echo plus 2nd gen,52.217.11.92,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.225.72,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,34.238.79.28,16056,ec2-34-238-79-28.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.238.203,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.179.203,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.86.67,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.113.187,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),52.32.56.96,20097,ec2-52-32-56-96.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Echo plus 2nd gen,52.216.104.179,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.78.100,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,99.84.181.93,644,server-99-84-181-93.iad89.r.cloudfront.net,38.9068985,-77.02839661
Echo plus 2nd gen,54.192.30.58,589,server-54-192-30-58.iad89.r.cloudfront.net,38.9068985,-77.02839661
Motog Phone,18.235.118.221,8929,ec2-18-235-118-221.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.133.131,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,52.45.192.200,7208,ec2-52-45-192-200.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.94.179,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.232.147,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.100.235,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.109.59,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),34.212.98.55,8659,ec2-34-212-98-55.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Echo plus 2nd gen,52.216.21.67,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.106.35,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.90.84,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.227.8,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.42.156,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.14.84,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.108.83,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.85.75,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.115.11,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.144.235,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),52.89.48.8,5742,ec2-52-89-48-8.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Echo plus 2nd gen,52.216.95.75,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.204.91,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.92.83,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.107.68,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.17.64,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,3.227.250.136,61007,ec2-3-227-250-136.compute-1.amazonaws.com,39.04370117,-77.47419739
Desktop (server),52.88.126.42,17009,ec2-52-88-126-42.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Motog Phone,3.214.135.60,18218,ec2-3-214-135-60.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.129.203,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Ring Door bell,52.206.203.23,10795,ec2-52-206-203-23.compute-1.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.206.203.23,5847,ec2-52-206-203-23.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.131.155,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.13.140,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.13.60,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.89.51,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),34.211.16.23,9997,ec2-34-211-16-23.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Echo plus 2nd gen,52.216.205.67,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),54.71.171.40,14355,ec2-54-71-171-40.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Echo plus 2nd gen,52.216.204.243,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,172.217.13.86,385940,iad23s60-in-f22.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,52.216.133.99,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.105.171,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.46.196,1145,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.140.164,1145,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.42.100,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.88.35,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.14.60,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),23.46.237.175,13922,a23-46-237-175.deploy.static.akamaitechnologies.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.77.172,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.105.83,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),35.165.44.141,20097,ec2-35-165-44-141.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Echo plus 2nd gen,52.216.105.123,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.144.131,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),23.2.42.109,54390,a23-2-42-109.deploy.static.akamaitechnologies.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.141.68,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.146.171,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.12.68,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.77.196,2187,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.82.24,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),52.41.33.64,25356,ec2-52-41-33-64.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Echo plus 2nd gen,52.217.32.148,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.178.219,1145,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.15.60,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.144.204,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.229.211,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,3.227.250.201,67682,ec2-3-227-250-201.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.42.124,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.32.196,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.47.132,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.137.28,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,172.217.7.195,7224,iad30s10-in-f3.1e100.net,38.98371887,-77.38275909
Desktop (server),54.245.212.54,17226,ec2-54-245-212-54.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Echo plus 2nd gen,52.216.240.4,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.36.188,2290,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo Look,13.249.43.6,2043,server-13-249-43-6.iad89.r.cloudfront.net,38.9068985,-77.02839661
Echo plus 2nd gen,52.216.113.43,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),99.84.181.47,14418,server-99-84-181-47.iad89.r.cloudfront.net,38.9068985,-77.02839661
Echo plus 2nd gen,52.216.27.132,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,3.91.171.249,48241,ec2-3-91-171-249.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.146.83,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.106.148,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,104.70.188.51,7117,a104-70-188-51.deploy.static.akamaitechnologies.com,39.04370117,-77.47419739
Desktop (server),23.50.229.220,16354,a23-50-229-220.deploy.static.akamaitechnologies.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.114.235,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.207.203,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.78.84,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),54.191.36.128,18885,ec2-54-191-36-128.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Desktop (server),54.192.30.26,27039,server-54-192-30-26.iad89.r.cloudfront.net,38.9068985,-77.02839661
Echo plus 2nd gen,52.216.139.187,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.184.91,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.179.107,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Smartwifiplug,54.212.217.250,1846,ec2-54-212-217-250.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Google onHub,54.212.217.250,1906,ec2-54-212-217-250.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Echo plus 2nd gen,52.216.86.187,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.81.208,1145,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.232.187,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,52.202.155.232,8660,ec2-52-202-155-232.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.142.156,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.104.19,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.228.64,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,54.192.38.75,4554,server-54-192-38-75.iad89.r.cloudfront.net,38.9068985,-77.02839661
Echo plus 2nd gen,52.216.163.107,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.207.19,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.45.28,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Ring Door bell,34.234.181.187,10219,ec2-34-234-181-187.compute-1.amazonaws.com,39.04370117,-77.47419739
Google onHub,34.234.181.187,6851,ec2-34-234-181-187.compute-1.amazonaws.com,39.04370117,-77.47419739
Ring Door bell,208.75.88.4,90,clock.trit.net,40.71429825,-74.00669861
Google onHub,208.75.88.4,90,clock.trit.net,40.71429825,-74.00669861
Echo plus 2nd gen,52.217.38.196,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.114.3,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,3.227.250.215,26859,ec2-3-227-250-215.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.86.155,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),52.88.123.140,6339,ec2-52-88-123-140.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Desktop (server),99.84.181.29,21237,server-99-84-181-29.iad89.r.cloudfront.net,38.9068985,-77.02839661
Echo plus 2nd gen,52.217.42.60,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),35.160.101.217,17292,ec2-35-160-101-217.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Echo plus 2nd gen,52.216.207.91,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.184.235,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,3.226.218.35,21461,ec2-3-226-218-35.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.207.59,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.185.243,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.227.200,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Ring Door bell,3.208.161.202,1550,ec2-3-208-161-202.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.78.220,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.110.99,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.234.27,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.250.92,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,18.206.139.80,5189,ec2-18-206-139-80.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.132.43,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,54.231.49.8,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.237.83,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.104.11,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.185.59,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,52.87.147.231,10667,ec2-52-87-147-231.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.21.11,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.177.67,1145,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.242.108,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.146.251,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),52.24.50.47,18819,ec2-52-24-50-47.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Echo plus 2nd gen,52.216.176.243,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.228.32,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.107.188,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.94.35,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.98.139,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,3.219.89.141,8907,ec2-3-219-89-141.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,54.192.30.60,1975,server-54-192-30-60.iad89.r.cloudfront.net,38.9068985,-77.02839661
Echo plus 2nd gen,52.216.178.211,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,54.76.87.198,2247,ec2-54-76-87-198.eu-west-1.compute.amazonaws.com,53.35388947,-6.243330002
Motog Phone,34.253.13.213,2323,ec2-34-253-13-213.eu-west-1.compute.amazonaws.com,53.35388947,-6.243330002
Echo plus 2nd gen,52.217.32.180,1145,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,172.217.7.132,4128,iad30s08-in-f4.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,52.216.140.28,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.40.92,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.42.228,1145,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.241.172,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,172.217.15.72,3899,iad23s63-in-f8.1e100.net,38.98371887,-77.38275909
LG smart TV,34.210.181.102,13261,ec2-34-210-181-102.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
LG smart TV,3.83.112.189,272,ec2-3-83-112-189.compute-1.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.42.194.252,23424,ec2-52-42-194-252.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Motog Phone,54.86.9.34,3687,ec2-54-86-9-34.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,172.217.7.173,9546,iad30s09-in-f173.1e100.net,38.98371887,-77.38275909
Echo Look,3.231.144.237,259968,ec2-3-231-144-237.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo Look,107.13.173.121,35105039,mta-107-13-173-121.nc.rr.com,35.80915833,-78.64518738
Echo Look,52.216.107.196,5075669,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.232.67,2104,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo Look,52.217.38.236,6779375,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.1.172,539,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),13.249.43.28,2175,server-13-249-43-28.iad89.r.cloudfront.net,38.9068985,-77.02839661
Desktop (server),13.249.43.35,2879,server-13-249-43-35.iad89.r.cloudfront.net,38.9068985,-77.02839661
Echo plus 2nd gen,52.203.151.208,90,ec2-52-203-151-208.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.113.155,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,3.228.235.29,88246,ec2-3-228-235-29.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,54.192.30.113,578,server-54-192-30-113.iad89.r.cloudfront.net,38.9068985,-77.02839661
Desktop (server),152.1.9.3,548,eos02db.unity.ncsu.edu,35.73759079,-78.72119141
Echo plus 2nd gen,52.216.178.115,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.92.195,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,3.212.32.203,8551,ec2-3-212-32-203.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.244.4,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.39.148,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.162.243,2187,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.185.131,1145,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),99.84.181.81,1528,server-99-84-181-81.iad89.r.cloudfront.net,38.9068985,-77.02839661
Desktop (server),54.192.30.119,1276,server-54-192-30-119.iad89.r.cloudfront.net,38.9068985,-77.02839661
Echo plus 2nd gen,52.216.137.156,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),52.36.163.40,9635,ec2-52-36-163-40.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
